868,Salma Hayek,Person
869,Danny Verduzco,Person
870,Paul Calderon,Person
871,Kimberly Blair,Person
872,Marc Lawrence,Person
873,Judgment Night,Movie
874,Stephen Hopkins,Person
875,Emilio Estevez,Person
876,Cuba Gooding Jr.,Person
877,Denis Leary,Person
878,Jeremy Piven,Person
879,Peter Greene,Person
880,Michael DeLorenzo,Person
881,Life in Loops (A Megacities RMX),Movie
882,Timo Novotny,Person
883,Sunday in August,Movie
884,Marc Meyer,Person
885,Anna Haas,Person
886,Rita Lengyel,Person
887,Milton Welsh,Person
888,Star Wars Collection,Movie
889,Finding Nemo,Movie
890,Andrew Stanton,Person
891,Lee Unkrich,Person
892,Alexander Gould,Person
893,Albert Brooks,Person
894,Ellen DeGeneres,Person
895,Brad Garrett,Person
896,Allison Janney,Person
897,Elizabeth Perkins,Person
898,Barry Humphries,Person
899,Bill Hunter,Person
900,Willem Dafoe,Person
901,American Beauty,Movie
902,Sam Mendes,Person
903,Kevin Spacey,Person
904,Annette Bening,Person
905,Thora Birch,Person
906,Wes Bentley,Person
907,Mena Suvari,Person
908,Chris Cooper,Person
909,Scott Bakula,Person
910,Peter Gallagher,Person
911,Sam Robards,Person
912,Barry Del Sherman,Person
913,Citizen Kane,Movie
914,Orson Welles,Person
915,Joseph Cotten,Person
916,Agnes Moorehead,Person
917,Ruth Warrick,Person
918,Everett Sloane,Person
919,George Coulouris,Person
920,Dorothy Comingore,Person
921,William Alland,Person
922,Philip Van Zandt,Person
923,Buddy Swan,Person
924,Paul Stewart,Person
925,Harry Shannon,Person
926,Dancer in the Dark,Movie
927,Lars von Trier,Person
928,Björk,Person
929,Catherine Deneuve,Person
930,Joel Grey,Person
931,Cara Seymour,Person
932,Vladica Kostic,Person
933,Jean-Marc Barr,Person
934,Vincent Paterson,Person
935,Zeljko Ivanek,Person
936,Udo Kier,Person
937,Jens Albinus,Person
938,Reathel Bean,Person
939,Mette Berggreen,Person
940,Lars Michael Dinesen,Person
941,Katrine Falkenberg,Person
942,Michael Flessas,Person
943,John Randolph Jones,Person
944,Paprika Steen,Person
945,The Dark,Movie
946,John Fawcett,Person
947,Maria Bello,Person
948,Richard Elfyn,Person
949,Maurice Roëves,Person
950,Abigail Stone,Person
951,Sophie Stuckey,Person
952,Abigail Breslin,Person
953,The Fifth Element,Movie
954,Milla Jovovich,Person
955,Chris Tucker,Person
956,Luke Perry,Person
957,Brion James,Person
958,Tommy 'Tiny' Lister,Person
959,Lee Evans,Person
960,Charlie Creed-Miles,Person
961,John Bluthal,Person
962,Mathieu Kassovitz,Person
963,Christopher Fairbank,Person
964,Kim Chan,Person
965,Metropolis,Movie
966,Fritz Lang,Person
967,Fritz Alberti,Person
968,Gustav Fröhlich,Person
969,Brigitte Helm,Person
970,Rudolf Klein-Rogge,Person
971,Fritz Rasp,Person
972,Theodor Loos,Person
973,Erwin Biswanger,Person
974,Heinrich George,Person
975,Olaf Storm,Person
976,Hanns Leo Reich,Person
977,Helene Weigel,Person
978,Heinrich Gotho,Person
979,Margarete Lanner,Person
980,Alfred Abel,Person
981,My Life Without Me,Movie
982,Isabel Coixet,Person
983,Sarah Polley,Person
984,Amanda Plummer,Person
985,Scott Speedman,Person
986,Leonor Watling,Person
987,Deborah Harry,Person
988,Mark Ruffalo,Person
989,Maria de Medeiros,Person
990,Julian Richings,Person
991,Jessica Amlee,Person
992,Kenya Jo Kennedy,Person
993,Camille Martinez,Person
994,The Endless Summer,Movie
995,Bruce Brown,Person
996,Robert August,Person
997,Mike Hynson,Person
998,Kill Bill Vol. 1,Movie
999,Uma Thurman,Person
1000,Lucy Liu,Person
1001,David Carradine,Person
1002,Michael Madsen,Person
1003,Daryl Hannah,Person
1004,Michael Parks,Person
1005,Chiaki Kuriyama,Person
1006,Sonny Chiba,Person
1007,Julie Dreyfus,Person
1008,Jun Kunimura,Person
1009,Kazuki Kitamura,Person
1010,Akaji Maro,Person
1011,Chia Hui Liu,Person
1012,Ambrosia Kelley,Person
1013,Jarhead,Movie
1014,Jamie Foxx,Person
1015,Jake Gyllenhaal,Person
1016,Scott MacDonald,Person
1017,Lucas Black,Person
1018,Peter Sarsgaard,Person
1019,Walk on Water,Movie
1020,Eytan Fox,Person
1021,Lior Ashkenazi,Person
1022,Knut Berger,Person
1023,Caroline Peters,Person
1024,Gideon Shemer,Person
1025,Carola Regnier,Person
1026,Hanns Zischler,Person
1027,Ernest Lenart,Person
1028,9 Songs,Movie
1029,Michael Winterbottom,Person
1030,Kieran O'Brien,Person
1031,Margo Stilley,Person
1032,The Dandy Warhols,Person
1033,Elbow,Person
1034,Franz Ferdinand,Person
1035,Black Rebel Motorcycle Club,Person
1036,The Von Bondies,Person
1037,Super Furry Animals,Person
1038,Michael Nyman,Person
1039,Apocalypse Now,Movie
1040,Francis Ford Coppola,Person
1041,Martin Sheen,Person
1042,Marlon Brando,Person
1043,Robert Duvall,Person
1044,Sam Bottoms,Person
1045,Frederic Forrest,Person
1046,Albert Hall,Person
1047,Dennis Hopper,Person
1048,G.D. Spradlin,Person
1049,Jerry Ziesmer,Person
1050,Memories,Movie
1051,Magnetic Rose,Movie
1052,Kôji Morimoto,Person
1053,Tsutomu Isobe,Person
1054,Ami Hasegawa,Person
1055,Gara Takashima,Person
1056,Kôichi Yamadera,Person
1057,Stink Bomb,Movie
1058,Tensai Okamura,Person
1059,Cannon Fodder,Movie
1060,Katsuhiro Ôtomo,Person
1061,Unforgiven,Movie
1062,Clint Eastwood,Person
1063,Gene Hackman,Person
1064,Richard Harris,Person
1065,Jaimz Woolvett,Person
1066,Anna Levine,Person
1067,Saul Rubinek,Person
1068,Frances Fisher,Person
1069,David Mucci,Person
1070,Rob Campbell,Person
1071,Anthony James,Person
1072,Morgan Freeman,Person
1073,The Simpsons Movie,Movie
1074,David Silverman,Person
1075,Dan Castellaneta,Person
1076,Julie Kavner,Person
1077,Nancy Cartwright,Person
1078,Yeardley Smith,Person
1079,Hank Azaria,Person
1080,Harry Shearer,Person
1081,Kelsey Grammer,Person
1082,Maile Flanagan,Person
1083,Pamela Hayden,Person
1084,Marcia Wallace,Person
1085,Joe Mantegna,Person
1086,Eternal Sunshine of the Spotless Mind,Movie
1087,Michel Gondry,Person
1088,Kate Winslet,Person
1089,Jim Carrey,Person
1090,Kirsten Dunst,Person
1091,Tom Wilkinson,Person
1092,Ryan Whitney,Person
1093,Jane Adams,Person
1094,Debbon Ayer,Person
1095,Gerry Robert Byrne,Person
1096,Brian Price,Person
1097,Josh Flitter,Person
1098,Paulie Litt,Person
1099,Lola Daehler,Person
1100,Amir Ali Said,Person
1101,Lauren Adler,Person
1102,Deirdre O'Connell,Person
1103,Amores perros,Movie
1104,Alejandro González Iñárritu,Person
1105,Gael García Bernal,Person
1106,Vanessa Bauche,Person
1107,Goya Toledo,Person
1108,Alvaro Guerrero,Person
1109,Emilio Echevarría,Person
1110,Jorge Salinas,Person
1111,Rodrigo Murray,Person
1112,Humberto Busto,Person
1113,Gerardo Campbell,Person
1114,Rosa María Bianchi,Person
1115,Dunia Saldívar,Person
1116,Adriana Barraza,Person
1117,José Sefami,Person
1118,Lourdes Echevarría,Person
1119,Marco Pérez,Person
1120,A History of Violence,Movie
1121,David Cronenberg,Person
1122,Heidi Hayes,Person
1123,Ashton Holmes,Person
1124,William Hurt,Person
1125,Peter MacNeill,Person
1126,Stephen McHattie,Person
1127,Greg Bryk,Person
1128,Kyle Schmid,Person
1129,Sumela Kay,Person
1130,Gerry Quigley,Person
1131,Deborah Drakeford,Person
1132,Bill MacDonald,Person
1133,Aidan Devine,Person
1134,2001: A Space Odyssey,Movie
1135,Keir Dullea,Person
1136,Douglas Rain,Person
1137,Gary Lockwood,Person
1138,William Sylvester,Person
1139,Daniel Richter,Person
1140,Leonard Rossiter,Person
1141,Margaret Tyzack,Person
1142,Robert Beatty,Person
1143,Sean Sullivan,Person
1144,12 Monkeys,Movie
1145,Terry Gilliam,Person
1146,Brad Pitt,Person
1147,Madeleine Stowe,Person
1148,Christopher Plummer,Person
1149,Frank Gorshin,Person
1150,Frederick Strother,Person
1151,Jon Seda,Person
1152,Talk to Her,Movie
1153,Pedro Almodóvar,Person
1154,Rosario Flores,Person
1155,Javier Cámara,Person
1156,Darío Grandinetti,Person
1157,Mariola Fuentes,Person
1158,Geraldine Chaplin,Person
1159,Pina Bausch,Person
1160,Malou Airaudo,Person
1161,Caetano Veloso,Person
1162,Roberto Álvarez,Person
1163,Elena Anaya,Person
1164,Lola Dueñas,Person
1165,Adolfo Fernández,Person
1166,Ana Fernández,Person
1167,Chus Lampreave,Person
1168,Helio Pedregal,Person
1169,Paz Vega,Person
1170,Fele Martínez,Person
1171,8 Mile,Movie
1172,Curtis Hanson,Person
1173,Eminem,Person
1174,Mekhi Phifer,Person
1175,Kim Basinger,Person
1176,Brittany Murphy,Person
1177,Evan Jones,Person
1178,Omar Benson Miller,Person
1179,Michael Shannon,Person
1180,Xzibit,Person
1181,Proof,Person
1182,Obie Trice,Person
1183,De'Angelo Wilson,Person
1184,Eugene Byrd,Person
1185,Taryn Manning,Person
1186,Larry Hudson,Person
1187,DJ Head,Person
1188,Mike Bell,Person
1189,Chloe Greenfield,Person
1190,Absolute Power,Movie
1191,Scott Glenn,Person
1192,Laura Linney,Person
1193,Judy Davis,Person
1194,Dennis Haysbert,Person
1195,Alison Eastwood,Person
1196,Melora Hardin,Person
1197,E.G. Marshall,Person
1198,Paradise Now,Movie
1199,Hany Abu-Assad,Person
1200,Kais Nashif,Person
1201,Ali Suliman,Person
1202,Amer Hlehel,Person
1203,Hiam Abbass,Person
1204,Ashraf Barhom,Person
1205,Mohammad Bustami,Person
1206,Lubna Azabal,Person
1207,Brazil,Movie
1208,Robert De Niro,Person
1209,Katherine Helmond,Person
1210,Bob Hoskins,Person
1211,Michael Palin,Person
1212,Ian Richardson,Person
1213,Peter Vaughan,Person
1214,Kim Greist,Person
1215,Jim Broadbent,Person
1216,Walk the Line,Movie
1217,James Mangold,Person
1218,Joaquin Phoenix,Person
1219,Reese Witherspoon,Person
1220,Ginnifer Goodwin,Person
1221,Robert Patrick,Person
1222,Tyler Hilton,Person
1223,Johnathan Rice,Person
1224,Shooter Jennings,Person
1225,Waylon Payne,Person
1226,Dallas Roberts,Person
1227,Dan John Miller,Person
1228,Larry Bagby,Person
1229,Sandra Ellis Lafferty,Person
1230,Dan Beene,Person
1231,Lucas Till,Person
1232,Victoria Hester,Person
1233,Hailey Anne Nelson,Person
1234,Million Dollar Baby,Movie
1235,Hilary Swank,Person
1236,Jay Baruchel,Person
1237,Mike Colter,Person
1238,Lucia Rijker,Person
1239,Margo Martindale,Person
1240,Riki Lindhome,Person
1241,Michael Peña,Person
1242,Billy Elliot,Movie
1243,Stephen Daldry,Person
1244,Julie Walters,Person
1245,Jamie Bell,Person
1246,Jamie Draven,Person
1247,Gary Lewis,Person
1248,Jean Heywood,Person
1249,Stuart Wells,Person
1250,Nicola Blackwell,Person
1251,Janine Birkett,Person
1252,American History X,Movie
1253,Tony Kaye,Person
1254,Edward Norton,Person
1255,Edward Furlong,Person
1256,Beverly D'Angelo,Person
1257,Avery Brooks,Person
1258,Jennifer Lien,Person
1259,Ethan Suplee,Person
1260,Stacy Keach,Person
1261,Fairuza Balk,Person
1262,Elliott Gould,Person
1263,Guy Torry,Person
1264,William Russ,Person
1265,Joseph Cortese,Person
1266,Jason Bose Smith,Person
1267,Antonio David Lyons,Person
1268,Alex Sol,Person
1269,Keram Malicki-Sánchez,Person
1270,War of the Worlds,Movie
1271,Tom Cruise,Person
1272,Dakota Fanning,Person
1273,Justin Chatwin,Person
1274,Tim Robbins,Person
1275,Camillia Sanes,Person
1276,John Scurti,Person
1277,Mars Attacks!,Movie
1278,Jack Nicholson,Person
1279,Glenn Close,Person
1280,Pierce Brosnan,Person
1281,Danny DeVito,Person
1282,Martin Short,Person
1283,Sarah Jessica Parker,Person
1284,Michael J. Fox,Person
1285,Rod Steiger,Person
1286,Tom Jones,Person
1287,Lukas Haas,Person
1288,Sylvia Sidney,Person
1289,Lisa Marie,Person
1290,Jim Brown,Person
1291,Pam Grier,Person
1292,Before Sunrise,Movie
1293,Richard Linklater,Person
1294,Ethan Hawke,Person
1295,Julie Delpy,Person
1296,Andrea Eckert,Person
1297,Hanno Pöschl,Person
1298,Karl Bruckschwaiger,Person
1299,Tex Rubinowitz,Person
1300,Ernie Mangold,Person
1301,Hans Weingartner,Person
1302,Dominik Castell,Person
1303,Bilge Jeschim,Person
1304,Harold Waiglein,Person
1305,Haymon Maria Buttinger,Person
1306,Kurti,Person
1307,Memento,Movie
1308,Christopher Nolan,Person
1309,Guy Pearce,Person
1310,Mark Boone Junior,Person
1311,Russ Fega,Person
1312,Jorja Fox,Person
1313,Stephen Tobolowsky,Person
1314,Harriet Sansom Harris,Person
1315,Thomas Lennon,Person
1316,Callum Keith Rennie,Person
1317,Kimberly Campbell,Person
1318,Marianne Muellerleile,Person
1319,Larry Holden,Person
1320,Buzz Visconti,Person
1321,Blade Runner,Movie
1322,Ridley Scott,Person
1323,Rutger Hauer,Person
1324,Sean Young,Person
1325,Edward James Olmos,Person
1326,M. Emmet Walsh,Person
1327,William Sanderson,Person
